Secao,Titulo,Descrição,Data
mercado-digital,Mais de 60 milhões de crianças não foram vacinadas entre 2019 e 2021 devido à pandemia,"Um total de 67 milhões de crianças foram privadas total ou parcialmente de suas vacinas de rotina entre 2019 e 2021 devido aos fechamentos e às interrupções no atendimento médico causados pela pandemia de Covid-19, informou a Organização das Nações Unidas (ONU) nesta quarta-feira (19). “Nos últimos três anos, mais de uma década de ganhos […]",19/04/2023 22:09
mercado-digital,Maior exercício mundial de defesa cibernética tem início na Estônia,"Mais de 3 mil especialistas, de 38 países, iniciaram nesta quarta-feira (19), em Tallin, o maior exercício de defesa cibernética do mundo, informou o Centro de Excelência da Otan para a Ciberdefesa (CCD CoE), sediado na capital da Estônia. Chamado “Locked Shields”, o exercício terá uma duração de quatro dias, durante os quais os participantes […]",19/04/2023 17:26
mercado-digital,"Usar o oceano como esponja de CO2, uma aposta contra o aquecimento global","No porto de Los Angeles, uma barcaça revestida de canos e tanques abriga uma ideia que promete fazer barulho: usar o oceano como uma esponja gigante de dióxido de carbono (CO2) para combater o aquecimento global. Uma equipe de cientistas da Universidade da Califórnia em Los Angeles (UCLA) trabalha há dois anos no SeaChange, um […]",19/04/2023 13:13
mercado-digital,França teme escassez de pílulas abortivas em meio à batalha judicial nos EUA,"A França poderia ter escassez de fornecimento de pílulas abortivas em meio à batalha judicial destes medicamentos nos Estados Unidos, alertou a autoridade nacional sobre igualdade de gêneros. Cerca de 70% das interrupções da gravidez na França são provocadas por remédios abortivos. As mulheres tomam uma dose de mifepristona e, entre 36 a 48 horas […]",19/04/2023 12:17
mercado-digital,Empresa chinesa CATL apresenta bateria para propulsão de aviões,"A gigante chinesa CATL apresentou nesta quarta-feira (19) uma bateria de matéria condensada que, segundo a empresa, poderia fornecer energia suficiente para alimentar pequenos aviões elétricos destinados à aviação civil. O maior fabricante de baterias para veículos elétricos fez o anúncio no Salão do Automóvel de Xangai e acrescentou que também vai lançar uma versão […]",19/04/2023 12:05
mercado-digital,Presidente da Agência Espacial Europeia promete ‘transformação’ do setor,"O presidente da Agência Espacial Europeia (ESA, na sigla em inglês), Josef Aschbacher, prometeu “uma transformação do setor espacial na Europa” nos próximos anos, em uma entrevista à AFP. A ESA vai apostar mais na indústria como um verdadeiro “parceiro”, afirmou Aschbacher à margem do grande encontro anual da indústria espacial em Colorado Springs, nos […]",19/04/2023 11:09
mercado-digital,"Esqueleto de Tiranossauro é leiloado por 6,1 milhões de dólares na Suíça","Um esqueleto montado de Tiranossauro rex (T. rex), espécie que viveu há cerca de 67 milhões de anos, foi vendido nesta terça-feira (18) em um leilão na Suíça por 4,8 milhões de francos suíços (cerca de 6,1 milhões de dólares ou 26,5 milhões de reais). De acordo com a casa de leilões Koller, que realizou […]",18/04/2023 16:13
mercado-digital,Restrições de acesso ao aborto preocupam a OMS,"A Organização Mundial da Saúde (OMS) expressou, nesta terça-feira (18), sua preocupação pela multiplicação de restrições legais ao direito a um aborto seguro, depois de iniciativas que desencadearam uma batalha judicial nos Estados Unidos. “A OMS está preocupada com o fato de que o direito das mulheres de acessar um aborto seguro, inclusive mediante o […]",18/04/2023 15:46
mercado-digital,Farmacêutica britânica GSK anuncia compra de laboratório canadense por US$ 2 bilhões,"A gigante farmacêutica britânica GSK anunciou nesta terça-feira (18) a compra da empresa canadense Bellus, especializada em remédios para a tosse crônica, pelo valor de 2 bilhões de dólares (cerca de 10 bilhões de reais), em um comunicado. As duas empresas estimam que 28 milhões de pessoas em todo o mundo sofrem de tosse crônica, […]",18/04/2023 11:52
mercado-digital,Musk diz trabalhar em uma IA que ‘busca a verdade’,"Elon Musk busca combater os esforços da Microsoft e da Google relacionados à inteligência artificial com “uma IA que busca a verdade” e evita o politicamente correto, disse ele em entrevista exibida na segunda-feira (18). O bilionário, dono do Twitter e da Tesla, voltou a expressar preocupação com o perigo da inteligência artificial (IA), dizendo […]",18/04/2023 08:03
mercado-digital,"SpaceX adia lançamento do Starship, o foguete mais potente da história","SpaceX adiou nesta segunda-feira (17) o primeiro voo de teste do Starship, o foguete mais potente já construído e projetado para enviar astronautas à Lua, Marte e outros cantos do universo. A decolagem foi suspensa minutos antes do horário programado, devido a um problema de pressurização no estágio de propulsão, de acordo com informações da […]",17/04/2023 11:10
mercado-digital,"G7 busca acelerar eliminação dos combustíveis fósseis, mas sem prazo","Os ministros de Energia e Meio ambiente dos países do G7 concordaram, neste domingo (16), em acelerar o afastamento do uso de combustíveis fósseis, mas sem estabelecer um novo prazo para a eliminação gradual de fontes de energia poluentes, como o carvão. Em um comunicado divulgado após dois dias de reuniões no norte do Japão, […]",16/04/2023 15:20
mercado-digital,"Alexa, da Amazon, fica fora do ar para milhares de usuários, diz Downdetector","(Reuters) – O assistente de voz da Amazon.com, Alexa, estava fora do ar para milhares de usuários nos Estados Unidos neste domingo, de acordo com o site Downdetector.com, que monitora a queda em serviços online. Mais de 9.000 usuários relataram problemas com a Alexa. Os usuários também relataram problemas ao acessar o aplicativo móvel da […]",16/04/2023 12:16
mercado-digital,"Reator nuclear finlandês, maior da Europa, entra em operação","O reator nuclear finlandês Olkiluoto 3, o maior da Europa, começou a produzir eletricidade neste domingo (16) – anunciou a operadora TVO. Após 18 anos de obras, o reator localizado na costa sudoeste da Finlândia “começou a produzir eletricidade”, disse a TVO. Com 1.600 megawatts, fornece em torno de 14% da produção de eletricidade finlandesa […]",16/04/2023 11:12
mercado-digital,A história de altos e baixos do LSD,"Droga psicodélica completa 80 anos. Celebrada no início, substância descoberta por acaso foi banida por décadas e atualmente vive um renascimento.",16/04/2023 07:44
mercado-digital,Alemanha fecha seus últimos reatores nucleares,"A Alemanha fecha, neste sábado (15), seus últimos três reatores nucleares, concluindo o abandono desse tipo de energia, um velho compromisso às vezes incompreendido em um contexto de urgência climática. A principal economia europeia abre um novo capítulo energético, confrontada com o desafio de prescindir dos combustíveis fósseis ao mesmo tempo em que tenta administrar […]",15/04/2023 05:45
mercado-digital,Governo de SP rejeita pesquisa que curou HIV; estudo está sob risco,"No final de março deste ano, a Fundação de Amparo à Pesquisa do Estado de São Paulo (Fapesp) anunciou os vencedores para a criação de cinco novos Centros de Pesquisa, Inovação e Difusão (CEPIDs) escolhidos entre 38 propostas submetidas ao edital de 2021. As iniciativas vencedoras abrangem as áreas de saúde, biologia, agronomia e veterinária […]",15/04/2023 01:41
mercado-digital,Elon Musk adverte que a IA desenfreada tem ‘potencial de destruição da civilização’,"O bilionário Elon Musk supostamente planeja lançar seu próprio rival para o ChatGPT, mesmo quando soa o alarme sobre o potencial “perigoso” da inteligência artificial avançada – alertando que ela pode destruir a civilização humana se não for controlada. Musk já está reunindo uma equipe de pesquisadores e engenheiros de IA e conversando com investidores […]",15/04/2023 00:35
mercado-digital,SpaceX tentará lançar o foguete mais poderoso da história na segunda-feira,"A SpaceX planeja realizar na próxima segunda-feira (17) o primeiro voo de teste do Starship, o foguete mais poderoso já construído, projetado para enviar astronautas à lua e talvez além. O lançamento está marcado para as 07h00 do horário local (09h00 no horário de Brasília) a partir da enorme base texana da empresa espacial privada, […]",14/04/2023 23:34
mercado-digital,"Legisladores de Montana, nos EUA, aprovam proibição do TikTok no estado","Legisladores do estado de Montana, no noroeste dos Estados Unidos, aprovaram, nesta sexta-feira (14), a proibição total do TikTok a partir de 2024, aumentando a pressão sobre a popular plataforma de vídeos, acusada de ser uma ferramenta do Partido Comunista Chinês. A iniciativa, a primeira do tipo em um estado americano, foi aprovada por 54 […]",14/04/2023 20:20
mercado-digital,Sonda europeia Juice decola com sucesso em direção a Júpiter e suas luas geladas,"A sonda espacial europeia Juice foi lançada com sucesso nesta sexta-feira (14), a bordo de um foguete Ariane 5, rumo a Júpiter e às suas luas geladas com a missão de procurar ambientes favoráveis a formas de vida extraterrestre. O foguete decolou do centro espacial europeu em Kourou, na Guiana Francesa, às 12h14 GMT (09h14 […]",14/04/2023 09:50
mercado-digital,Papo Digital,"Mesmo com erros, críticas e uma carta com nomes importantes para interromper o desenvolvimento das inteligências artificiais, ferramentas como o ChatGPT chegaram para ficar. Para André Miceli, CEO e editor-chefe da MIT Tech Review Brasil, estas serão as consequências: Como essas tecnologias afetam diferentes posições? Em linhas gerais aquelas que dependem de um conjunto de […]",14/04/2023 02:20
mercado-digital,China quer mais IA na pesquisa,"A China deu início à implementação de um ambicioso projeto chamado inteligência artificial (IA) para a Ciência, visando utilizar a tecnologia em pesquisas das fronteiras científicas e tecnológicas. Lançado pelo Ministério da Ciência e Tecnologia e pela Fundação Nacional de Ciências Naturais da China, o projeto está focado em resolver problemas-chave de disciplinas básicas, e […]",14/04/2023 02:15
mercado-digital,"Twitter abre código, mas esconde problemas","O Twitter lançou recentemente um algoritmo de aprendizado de máquina de código aberto chamado Bluesky, que supostamente permitiria aos usuários controlar seu feed de notícias. No entanto, a nova funcionalidade pode ser um “desvio de atenção” para encobrir o fato de que o Twitter não está lidando com problemas mais urgentes em relação à sua […]",14/04/2023 02:10
mercado-digital,Brasil digitalizado (mas nem tanto),Estudo inédito da FGV/Unico aponta que o avanço brasileiro em digitalização é acompanhado pela ineficiência devido à falta de processos digitais de identificação nos serviços on-line. Fabio X (Nota publicada na edição 1320 da Revista Dinheiro),14/04/2023 02:05
mercado-digital,Escócia recebe ônibus autônomos,A primeira frota de ônibus autônomos do mundo em operação comercial será lançada em breve nas ruas da Escócia. A empresa de transporte público First Bus está trabalhando em parceria com a empresa de tecnologia independente Fusion Processing para trazer a frota de ônibus autônomos para as estradas. Consistirá em veículos e estará operando em […],14/04/2023 02:00
mercado-digital,Vírus via USB,"O FBI (agência de segurança interna dos Estados Unidos) emitiu um alerta preocupante sobre o juice jacking, uma técnica de malware que pode infectar dispositivos eletrônicos por meio de portas USB públicas em locais como aeroportos, shoppings e hotéis. Permite que criminosos instalem software malicioso em dispositivos ou roubem dados pessoais enquanto os usuários carregam […]",14/04/2023 01:50
mercado-digital,O Omniverso da Nvidia,Gigante de US$ 671 bilhões aposta no metaverso com o lançamento de plataforma e soluções de inteligência artificial.,14/04/2023 01:00
mercado-digital,"Discord, o habitat natural dos renegados on-line, segundo especialistas","Talvez não seja por acaso que um lote de documentos confidenciais dos Estados Unidos tenha ido parar em uma sala de bate-papo da rede social Discord, uma plataforma que os especialistas consideram um habitat natural para os renegados on-line. Jack Texeira, um jovem funcionário da Guarda Nacional Aérea dos Estados Unidos, foi preso nesta quinta-feira […]",13/04/2023 20:01
mercado-digital,Doença de Chagas mata 10.000 pessoas por ano na América Latina,"A doença de Chagas “afeta mais de 6 milhões de pessoas em todo o mundo, a maioria delas na América Latina”, onde há 10.000 mortes por ano, informou a Organização Pan-Americana da Saúde (Opas) nesta quinta-feira (13). A enfermidade, causada pelo parasita Trypanosoma cruzi, é quase 100% curável se for detectada e tratada em sua […]",13/04/2023 17:30
mercado-digital,"Espanha vai investigar ChatGPT, também na mira da Europa","A Espanha anunciou nesta quinta-feira (13) uma investigação do chatbot americano ChatGPT, no mesmo dia em que a França fez o mesmo e a União Europeia iniciou um grupo de trabalho sobre essa tecnologia. A Agência Espanhola de Proteção de Dados (AEPD) informou em comunicado que “iniciou oficialmente” uma “investigação da empresa americana OpenAI, proprietária […]",13/04/2023 14:52
mercado-digital,"Pílula abortiva, campo de batalha pelo acesso ao aborto nos EUA","A pílula abortiva se transformou em um novo campo de batalha nos Estados Unidos entre os que defendem e os que rejeitam o direito à interrupção da gravidez. Os opositores tentam proibi-la em todo o país, apesar de ter sido aprovada há mais de 20 anos. – Em que proporção é usada? – De acordo […]",13/04/2023 12:50
mercado-digital,Governo dos EUA contestará restrições à pílula abortiva na Suprema Corte,"O Departamento de Justiça dos Estados Unidos anunciou, nesta quinta-feira (13), que contestará na Suprema Corte as restrições impostas à pílula abortiva de uso generalizado, em uma batalha judicial cada vez mais intensa sobre os direitos reprodutivos no país. O anúncio do governo do presidente Joe Biden foi feito poucas horas depois de um tribunal […]",13/04/2023 12:38
mercado-digital,Lançamento da sonda europeia Juice em direção a Júpiter é adiado para sexta-feira,"O lançamento da sonda europeia Juice para Júpiter, previsto para esta quinta-feira (13) a bordo de um foguete Ariane 5, foi adiado para sexta (14), devido às más condições climáticas. Marcada para as 12h45 GMT (9h45 em Brasília) da base europeia de Kourou, na Guiana Francesa, a decolagem foi atrasada pelo risco de raios, poucos […]",13/04/2023 09:13
mercado-digital,Fabricante de vapes vai pagar US$ 462 milhões por vendas dirigidas a jovens nos EUA,"A fabricante americana de vapes (cigarros eletrônicos) Juul concordou em pagar US$ 462 milhões (cerca de R$ 2,3 bilhões) a vários estados americanos para encerrar as acusações de que a empresa violou algumas leis ao comercializar produtos de tabaco para jovens, anunciou, nesta quarta-feira (12), a Justiça de Nova York. No total, seis estados e […]",12/04/2023 17:07
mercado-digital,Fabricante de foguetes impressos em 3D desenvolverá veículos maiores,"Depois de lançar um foguete impresso em 3D pela primeira vez no mês passado, a startup americana Relativity Space anunciou, nesta quarta-feira (12), que abandonará o modelo utilizado para esse voo inaugural e se concentrará no desenvolvimento de um foguete maior. No final de março, o foguete Terran 1 decolou da Flórida e conseguiu chegar […]",12/04/2023 16:13
mercado-digital,Rádio pública americana NPR deixa Twitter por ‘minar’ sua ‘credibilidade’,"A rádio pública americana NPR anunciou, nesta quarta-feira (12), que vai parar de publicar conteúdo no Twitter depois de ser classificada pela plataforma como “mídia estatal” e “mídia financiada com recursos públicos”, o que “mina” sua “credibilidade”. “As contas da NPR enquanto organização não estarão mais ativas no Twitter, pois a plataforma adota medidas que […]",12/04/2023 12:31
mercado-digital,Nasa cria habitat com impressora 3D para simular vida em Marte,"À primeira vista parece uma casa comum, com quatro quartos e uma academia. Mas, na verdade, é uma casa criada com uma impressora 3D e pensada para que, a partir de junho, quatro pessoas vivam ali confinadas durante um ano, simulando a vida no planeta Marte. O habitat, chamado Mars Dune Alpha, foi revelado na […]",12/04/2023 07:43
mercado-digital,Twitter desenvolve projeto de IA apesar de apelo de Musk por pausa global,"Elon Musk está avançando em um projeto de inteligência artificial (IA) no Twitter, apesar de recentemente ter feito um apelo por uma pausa geral no desenvolvimento da tecnologia, informou a imprensa dos Estados Unidos. Musk comprou milhares de processadores potentes e caros e contratou especialistas em Engenharia de IA, informou o portal Insider. O Information, […]",12/04/2023 00:53
mercado-digital,Agência ambiental dos EUA propõe medidas para reduzir exposição a esterilizante cancerígeno,"A Agência de Proteção Ambiental dos EUA (EPA, sigla em inglês) propôs nesta terça-feira (11) medidas para reduzir a exposição ao óxido de etileno (ETO), substância química muito usada para esterilizar equipamentos médicos e que descobriu-se que aumenta o risco de alguns tipos de câncer. “O ETO é usado para esterilizar cerca de 20 bilhões […]",11/04/2023 18:25
mercado-digital,Pesquisadores suíços observam digitação e uso do mouse para detectar estresse em escritório,"A maneira como as pessoas digitam e usam o mouse do computador pode ser um melhor indicador de estresse do que a frequência cardíaca, disseram pesquisadores suíços nesta terça-feira (11). Eles acrescentam que seu método de detecção pode ajudar a prevenir o estresse crônico. Pesquisadores do Instituto Federal de Tecnologia de Zurique (ETHZ) explicaram que […]",11/04/2023 12:24
mercado-digital,Sonda JUICE está pronta para viagem de 8 anos até Júpiter,"A sonda espacial JUICE está pronta para embarcar em uma viagem de oito anos nesta quinta-feira (13) com direção à Júpiter, o planeta gigante do Sistema Solar, e suas luas geladas, em busca de condições propícias à vida extraterrestre. A sonda Jupiter Icy Moons Explorer (JUICE) é a missão estelar da Agência Espacial Europeia (ESA, […]",11/04/2023 11:40
mercado-digital,Alemanha se despede da energia nuclear de forma definitiva,"A crise energética não mudou a determinação da Alemanha em abandonar a energia nuclear: no sábado (15), a maior economia europeia desligará suas últimas três usinas, apostando em uma transição verde sem reatores atômicos. Às margens do rio Neckar, a uma hora de carro de Stuttgart (sul), a contagem regressiva já começou: a fumaça branca […]",11/04/2023 09:42
mercado-digital,AFP lança curso online de verificação digital em espanhol,"A AFP lança nesta terça-feira (11) um curso online de jornalismo e investigação digital em espanhol para ajudar jornalistas e estudantes de jornalismo a trabalhar de forma mais eficiente e segura online e evitar as armadilhas da desinformação. O treinamento, já disponível em inglês, francês e português, agora também está disponível em espanhol. Esta é […]",11/04/2023 07:31
mercado-digital,China exigirá ‘avaliação de segurança’ de produtos de IA como ChatGPT,"O governo da China pretende impor uma “inspeção de segurança” às ferramentas desenvolvidas no país baseadas em inteligência artificial (IA), como o ChatGPT, de acordo com um projeto de regulamentação divulgado na terça-feira (11). “Antes de prestar serviços ao público que utilizem produtos de inteligência artificial generativa, uma avaliação de segurança deve ser solicitada aos […]",11/04/2023 06:07
mercado-digital,Tesla é processada por vídeos de clientes feitos por câmeras nos carros,"A Tesla enfrenta uma ação coletiva por invasão de privacidade após revelações de que seus funcionários compartilharam internamente imagens sensíveis feitas por câmeras instaladas nos veículos da marca. Os automóveis elétricos da empresa de Elon Musk contam com múltiplos sensores, que incluem câmeras, para guiar as ferramentas de ajuda para a direção, assinala a ação […]",10/04/2023 21:08
mercado-digital,Governo dos EUA apela a tribunal para garantir acesso à pílula abortiva,"O Departamento de Justiça dos Estados Unidos pediu, nesta segunda-feira (10), a um tribunal de apelação a suspensão da sentença de um juiz federal do Texas que proibiria uma pílula abortiva muito usada. “A ordem extraordinária e sem precedentes do tribunal distrital deve ser suspensa à espera da apelação”, informou o Departamento em um documento […]",10/04/2023 19:22
mercado-digital,‘Desinfluência’ ou a arte do tutorial depreciativo,"Valeria Fride exibe o tubo de um brilho labial enquanto testa o produto em frente à câmera, mas, em vez elogiá-lo, ela o critica, afirmando ser “muito pegajoso” e “muito caro”, sem cor o suficiente. “Não funcionou para mim”, diz a jovem de 23 anos. O vídeo, publicado no TikTok, utiliza todos os códigos dos […]",10/04/2023 15:16
mercado-digital,YouTube Music passa a oferecer letras em tempo real,"Um dos principais serviços de streaming de canções, o YouTube Music está começando a oferecer algo que seus concorrentes, como Spotify e Apple Music, já têm há tempos: a exibição de letras de músicas em tempo real. A funcionalidade foi detectada pelos próprios usuários, já que uma parte deles começou a contar com essa adição […]",09/04/2023 14:54
mercado-digital,O que os chips cerebrais realmente podem fazer?,"“O futuro vai ser estranho”, disse Elon Musk em 2020, ao explicar os potenciais usos dos implantes cerebrais desenvolvidos por sua empresa de neurotecnologia Neuralink. Nos últimos sete anos, a empresa vem desenvolvendo um chip de computador projetado para ser implantado no cérebro, onde monitora a atividade de milhares de neurônios. O chip – oficialmente […]",08/04/2023 16:09
mercado-digital,Buraco negro com rastro de estrelas cruza o espaço (cientistas),"Um enorme buraco negro cruza o espaço, deixando para trás um rastro de estrelas recém-nascidas de 200.000 anos-luz de extensão, informaram cientistas espaciais nos Estados Unidos. O montro gigante, que pode ter nascido de uma interação incomum de massas intergalácticas, e com uma massa 20 milhões de vezes maior do que a do Sol, abre […]",07/04/2023 23:49
mercado-digital,Rádio pública americana suspende atividades no Twitter após ser classificada como meio estatal,"A rádio pública americana NPR confirmou, nesta sexta-feira (7), a suspensão de suas atividades no Twitter, após um relatório segundo o qual o proprietário da rede social, Elon Musk, estava revisando sua decisão de classificar a emissora respeitada como “afiliada ao Estado”. O diretor-executivo da NPR, John Lansing, disse que a decisão do Twitter era […]",07/04/2023 17:31
mercado-digital,Lançado instrumento espacial para medir poluição na América do Norte,"Um satélite decolou da Flórida, na madrugada desta sexta-feira (7), dotado de um novo instrumento da Nasa, a Agência Espacial Americana, que permitirá medir hora a hora, bairro por bairro, a poluição do ar na América do Norte. Esta ferramenta científica, denominada TEMPO, deverá permitir acompanhar com muito mais precisão do que antes a difusão […]",07/04/2023 13:00
mercado-digital,"Aumentam as zoonoses, doenças transmitidas por animais","Varíola do macaco, SARS, SROM, ebola, gripe aviária, zika, HIV e, possivelmente, covid-19. As zoonoses, doenças transmitidas ao homem pelos animais, multiplicaram-se nos últimos anos, fazendo temer o surgimento de novas pandemias. – O que é uma zoonose? – As zoonoses são doenças, ou infecções, transmitidas por animais vertebrados ao homem, e vice-versa. Os patógenos […]",07/04/2023 11:45
mercado-digital,Faturando nas nuvens,"Com receita bilionária no ano fiscal de 2022, Wipro tem planos no Brasil de manter parcerias com gigantes e continuar sua expansão para o Nordeste.",06/04/2023 03:50
mercado-digital,Papo Digital,"Formado em Engenharia em Stanford, Aaron Ross foi contratado em 2022 pela Salesforce. Com uma nova metodologia de prospecção Outbound, o executivo aumentou a receita da empresa de US$ 5 milhões para US$ 100 milhões e desde então auxilia empresas a triplicarem sua receita por meio dos procedimentos por ele inventados. Confira as percepções do […]",06/04/2023 00:50
mercado-digital,O prejuízo da pirataria,"O Brasil enfrenta um aumento considerável na indústria da pirataria nos últimos anos, o que tem gerado grandes prejuízos para diversos setores da economia. Conforme o Anuário da Associação Brasileira de Combate à Falsificação, divulgado na segunda-feira (3), em 2022, o País perdeu um montante significativo de R$＄ 345 bilhões em decorrência da prática. Os […]",06/04/2023 00:45
mercado-digital,Austrália entra na onda e bane o TikTok,"A Austrália anunciou uma proibição do uso do TikTok em telefones do governo esta semana, seguindo outros países que realizaram o banimento devido a preocupações de segurança. O primeiro-ministro australiano, Anthony Albanese, concordou com a proibição do uso do aplicativo em todo o governo após a conclusão de uma revisão pelo departamento de Assuntos Internos. […]",06/04/2023 00:40
mercado-digital,Sua foto de perfil na base da polícia,Toda tecnologia é agnóstica e vira algo prejudicial para a humanidade a partir das nossas próprias ações. Esse foi o caso da Clearview AI de soluções de inteligência artificial por identificação facial. A empresa utilizou seu sistema para vasculhar e catalogar toda a base do Facebook e outros sites de mídias sociais a fim de […],06/04/2023 00:35
mercado-digital,Cadê o backup?,Nova pesquisa da Western Digital mostra que 7 em cada 10 brasileiros estão mais preocupados em perder arquivos digitais do que objetos físicos. Fabio X (Nota publicada na edição 1319 da Revista Dinheiro),06/04/2023 00:30
mercado-digital,Rádio pública americana NPR protesta contra Twitter por ser considerada ‘afiliada’ do Estado,"A rádio pública NPR protestou, nesta quarta-feira (5), contra o Twitter por ter sido considerada um “meio de comunicação afiliado ao Estado americano”, poucos dias depois de a rede social de Elon Musk retirar a verificação do jornal The New York Times. A conta oficial da @NPR agora é rotulada como “mídia afiliada ao estado […]",05/04/2023 19:08
mercado-digital,"Mudança climática favorece casos de dengue e chicungunha, alerta OMS","A dengue e outras doenças causadas por vírus transmitidos por mosquitos se propagam muito mais e são mais abrangentes sob os efeitos da mudança climática, advertiu, nesta quarta-feira (5), a Organização Mundial da Saúde (OMS), que teme surtos mundiais. Os especialistas da organização alertaram para o aumento de casos de dengue e chicungunha, e acreditam […]",05/04/2023 19:04
mercado-digital,História das erupções vulcânicas remonta aos eclipses lunares durante a Idade Média,"Ao fazer anotações sobre os eclipses lunares durante a Idade Média, os monges daquela época não imaginavam que estariam escrevendo sobre a história das erupções vulcânicas em todo o mundo. Os eclipses lunares ocorrem quando a Lua é ocultada pela sombra da Terra, o que a impede de ser iluminada pelo Sol. O satélite natural […]",05/04/2023 13:57
mercado-digital,"Comitê alerta para aumento de casos de dengue, zika e chikungunya na França","Nos próximos anos, haverá um aumento de casos de dengue, zika e chikungunya na França – advertiu o Comitê de Vigilância e Previsão dos Riscos à Saúde (Covars). Em um relatório de 60 páginas divulgado nesta quarta-feira (5) sobre “os riscos sanitários da dengue e outras arboviroses” (vírus transmitidos principalmente por mosquitos), o Covars lembra […]",05/04/2023 13:22
mercado-digital,Europol desmonta uma das ‘maiores’ plataformas online de ‘hackers’,"A agência europeia de polícia, Europol, anunciou nesta quarta-feira (5) que desmontou uma das maiores plataformas de “hackers” do mundo, que vendeu milhões de nomes de usuários de contas roubadas. A operação teve como alvo a plataforma Genesis Market e resultou em 119 prisões, em uma ação coordenada com mais de 17 países, disse a […]",05/04/2023 11:03
mercado-digital,Novas imagens da central nuclear de Fukushima mostram danos em reator,"Novas imagens filmadas por um robô dentro de um reator da central nuclear de Fukushima Daiichi, no nordeste do Japão, devastada por um acidente em 2011, revelaram danos significativos em suas fundações e uma grande quantidade de detritos radioativos. A Tokyo Electric Power (Tepco), operadora da central que está sendo desmantelada, divulgou na terça-feira (4) […]",05/04/2023 09:43
mercado-digital,Telescópio James Webb localiza galáxia mais distante do Universo,"O telescópio James Webb localizou a galáxia mais distante já identificada, que remonta à expansão inicial do Universo, a 320 milhões de anos após o Big Bang, de acordo com estudos publicados nesta terça-feira (4). Os primeiros resultados do telescópio James Webb (JWST), em funcionamento desde julho de 2022, identificaram inúmeras galáxias “candidatas” através do […]",04/04/2023 13:30
mercado-digital,Virgin Orbit entra com pedido de concordata nos EUA,"A Virgin Orbit, que projeta foguetes para lançar pequenos satélites, entrou com pedido de concordata sob o Capítulo 11 da lei de falência dos Estados Unidos e será colocada à venda, anunciou a empresa nesta terça-feira (4). A medida surge depois de a empresa ter anunciado na semana passada a demissão de 675 funcionários, ou […]",04/04/2023 07:33
mercado-digital,Infertilidade afeta uma a cada seis pessoas no mundo (OMS),"Uma a cada seis pessoas sofre de infertilidade no mundo, destacou em relatório o diretor-geral da Organização Mundial da Saúde (OMS), Tedros Ghebreyesus, que fez um chamado urgente pelo aumento do acesso aos tratamentos. “Isto acontece independentemente de onde vivam e dos recursos de que disponham”, ressaltou. Para a organização, trata-se de “um problema de […]",04/04/2023 00:13
mercado-digital,Austrália proíbe TikTok em dispositivos do governo,"A Austrália anunciou nesta terça-feira (4) que vai proibir o aplicativo TikTok, que pertence ao grupo chinês ByteDance, nos dispositivos do governo por questões de segurança, no caso mais recente de um país a adotar a medida. O procurador-geral Mark Dreyfus disse que a decisão segue o conselho das agências de inteligência do país e […]",03/04/2023 22:11
mercado-digital,Mulher e afro-americano vão orbitar a Lua pela primeira vez em 2024,"Uma mulher e um afro-americano, integrantes da missão Artemis II, vão viajar pela primeira vez em volta da Lua em 2024, informou, nesta segunda-feira (3), a Nasa, agência espacial americana, que divulgou os nomes dos quatro membros da tripulação. Trata-se de três astronautas da Nasa, Reid Wiseman (comandante), Victor Glover (piloto, afro-americano) e Christina Koch, […]",03/04/2023 21:35
mercado-digital,Primeiro celular completa 50 anos; conheça a evolução e tendências do setor,"Há 50 anos foi desenvolvido por Martin Cooper, ex-engenheiro da Motorola que ficou conhecido como “pai do celular”, o DynaTAC 8000x, o primeiro dispositivo móvel a realizar uma chamada telefônica. O sucesso do aparelho usado foi tão grande que estimulou a fabricante americana a investir US$ 100 milhões no projeto, que depois chegou às lojas […]",03/04/2023 20:21
mercado-digital,Nasa revela astronautas que vão viajar ao redor da Lua em 2024,"Três astronautas americanos – entre eles um homem negro e uma mulher -, além de um canadense voarão ao redor da Lua no fim de 2024 na missão Artemis II, anunciou a Nasa nesta segunda-feira (3), na retomada das viagens ao satélite natural da Terra depois de meio século. Os três astronautas da agência espacial […]",03/04/2023 01:59
mercado-digital,Metaverso: por que a tecnologia não deu certo?,"O empresário Mark Zuckerberg até trocou o nome da empresa controladora do Facebook, Instagram e WhatsApp para dar mais eco a sua nova aposta, em outubro de 2021. Meta seria o nome da empresa, e o Metaverso, um ambiente de universo digital, seria a nova aposta. Em março de 2023, menos de dois anos depois […]",02/04/2023 16:11
mercado-digital,"Botox na testa altera interpretação de emoções, diz estudo","A aplicação de toxina botulínica é um procedimento usado para a redução de rugas e linhas de expressão. Ao aplicar a substância na testa, a contração dos músculos é impedida, com isso, ocorre o relaxamento muscular e as rugas são atenuadas. Um estudo de pesquisadores da Universidade da Califórnia e da farmacêutica AbbVie, fabricante da substância, […]",01/04/2023 14:08
mercado-digital,"Código de barras faz 50 anos, antes de ser substituído gradativamente pelo QR code","O código de barras, célebre sistema de identificação de produtos comerciais, faz 50 anos em 2023, antes de ser substituído progressivamente por outro sistema de identificação: o QR code, que contém mais informações. Suas linhas verticais são escaneadas 6 bilhões de vezes por dia em todo o mundo. A cada segundo, 70.000 produtos passam por […]",01/04/2023 09:08
